query_id,doc_a,doc_b,winner,judge_model
q-042,61346,66043,66043,glm-5.2
q-042,43500,44731,43500,glm-5.2
q-042,73942,39979,73942,glm-5.2
q-042,68061,22664,22664,glm-5.2
q-042,847,70064,847,glm-5.2
q-042,73911,61346,61346,glm-5.2
q-042,84043,125704,84043,glm-5.2
q-042,847,73911,847,glm-5.2
q-042,86114,73911,86114,glm-5.2
q-042,86114,61346,61346,glm-5.2
q-042,83842,118251,83842,glm-5.2
q-042,56714,19065,56714,glm-5.2
q-042,57773,83842,83842,glm-5.2
q-042,43500,54322,43500,glm-5.2
q-042,61767,68061,61767,glm-5.2
q-042,25441,88483,88483,glm-5.2
q-042,19065,43336,43336,glm-5.2
q-042,70928,29427,29427,glm-5.2
q-042,73889,68061,73889,glm-5.2
q-042,73942,22664,22664,glm-5.2
q-042,19065,29427,29427,glm-5.2
q-042,57789,87029,57789,glm-5.2
q-042,61346,73849,73849,glm-5.2
q-042,57773,66043,66043,glm-5.2
q-042,61346,98567,98567,glm-5.2
q-042,124409,22664,22664,glm-5.2
q-042,125704,73889,73889,glm-5.2
q-042,68305,87029,87029,glm-5.2
q-042,847,98567,98567,glm-5.2
q-042,54322,84043,84043,glm-5.2
q-042,41761,22664,22664,glm-5.2
q-042,68305,73849,73849,glm-5.2
q-042,70928,87029,87029,glm-5.2
q-042,70064,88483,70064,glm-5.2
q-042,86179,25441,86179,glm-5.2
q-042,125704,57789,57789,glm-5.2
q-042,124409,61767,61767,glm-5.2
q-042,43500,41761,43500,glm-5.2
q-042,29427,39979,29427,glm-5.2
q-042,39979,114870,39979,glm-5.2
q-042,116132,41761,116132,glm-5.2
q-042,57789,88483,57789,glm-5.2
q-042,39979,56714,39979,glm-5.2
q-042,73942,43336,73942,glm-5.2
q-042,61767,73889,61767,glm-5.2
q-042,73942,73911,73942,glm-5.2
q-042,68061,57773,68061,glm-5.2
q-042,114870,22664,22664,glm-5.2
q-042,68061,29427,29427,glm-5.2
q-042,68061,87985,87985,glm-5.2
q-042,39979,43500,43500,glm-5.2
q-042,84043,847,84043,glm-5.2
q-042,116132,118251,118251,glm-5.2
q-042,70064,98567,98567,glm-5.2
q-042,61346,56714,61346,glm-5.2
q-042,73849,116132,73849,glm-5.2
q-042,29427,43336,29427,glm-5.2
q-042,125704,83842,125704,glm-5.2
q-042,73744,98567,73744,glm-5.2
q-042,61767,114870,61767,glm-5.2
q-042,68305,86114,86114,glm-5.2
q-042,98567,73942,73942,glm-5.2
q-042,39979,73889,39979,glm-5.2
q-042,29427,73942,73942,glm-5.2
q-042,124409,43500,43500,glm-5.2
q-043,39452,27299,27299,glm-5.2
q-042,73744,25441,73744,glm-5.2
q-043,41016,67497,41016,glm-5.2
q-043,37530,58396,58396,glm-5.2
q-043,84797,37185,37185,glm-5.2
q-043,84719,84833,84833,glm-5.2
q-043,27299,63413,27299,glm-5.2
q-043,68102,56450,56450,glm-5.2
q-043,73651,27031,27031,glm-5.2
q-043,32538,84844,84844,glm-5.2
q-043,67497,88362,88362,glm-5.2
q-043,99516,27031,27031,glm-5.2
q-043,84655,30405,84655,glm-5.2
q-043,42255,54460,54460,glm-5.2
q-043,84719,50211,50211,glm-5.2
q-043,44407,37530,44407,glm-5.2
q-043,56450,44407,44407,glm-5.2
q-043,41016,84770,84770,glm-5.2
q-043,123738,63413,123738,glm-5.2
q-043,84719,58396,58396,glm-5.2
q-043,84655,81365,84655,glm-5.2
q-043,27299,73651,27299,glm-5.2
q-043,67497,44407,44407,glm-5.2
q-043,84770,119300,119300,glm-5.2
q-043,84655,88362,88362,glm-5.2
q-043,88362,20614,88362,glm-5.2
q-043,39452,88362,88362,glm-5.2
q-043,56450,84719,56450,glm-5.2
q-043,30380,41016,30380,glm-5.2
q-043,120289,84844,84844,glm-5.2
q-043,73651,54460,54460,glm-5.2
q-043,37530,31052,31052,glm-5.2
q-043,20614,120289,120289,glm-5.2
q-043,84655,37185,37185,glm-5.2
q-043,119300,68102,119300,glm-5.2
q-043,119300,56450,119300,glm-5.2
q-043,37185,84719,37185,glm-5.2
q-043,56450,84822,84822,glm-5.2
q-043,84719,88657,88657,glm-5.2
q-043,54460,120289,54460,glm-5.2
q-043,123738,67497,123738,glm-5.2
q-043,58396,39452,58396,glm-5.2
q-043,27031,123738,123738,glm-5.2
q-043,63413,30405,30405,glm-5.2
q-043,63413,99516,99516,glm-5.2
q-043,30380,119300,30380,glm-5.2
q-043,35456,52653,52653,glm-5.2
q-043,37185,35456,37185,glm-5.2
q-043,54460,39452,54460,glm-5.2
q-043,88657,30380,30380,glm-5.2
q-043,52653,44407,44407,glm-5.2
q-043,57201,50211,57201,glm-5.2
q-043,39452,44407,44407,glm-5.2
q-043,67497,32538,32538,glm-5.2
q-043,50211,88362,88362,glm-5.2
q-043,84797,84745,84797,glm-5.2
q-043,30405,120289,120289,glm-5.2
q-043,58274,84745,58274,glm-5.2
q-043,58396,63413,58396,glm-5.2
q-043,57201,58396,58396,glm-5.2
q-043,84655,35456,35456,glm-5.2
q-043,41016,84822,84822,glm-5.2
q-043,30380,84833,30380,glm-5.2
q-043,84833,37185,84833,glm-5.2
q-043,56450,73651,56450,glm-5.2
q-043,58396,84844,84844,glm-5.2
q-043,27031,58274,27031,glm-5.2
q-043,54460,31052,54460,glm-5.2
q-043,84719,88362,88362,glm-5.2
q-043,88657,31052,88657,glm-5.2
q-043,35456,30405,35456,glm-5.2
q-043,50211,88657,88657,glm-5.2
q-043,68102,120289,120289,glm-5.2
q-043,99516,84844,84844,glm-5.2
q-043,73651,30380,30380,glm-5.2
q-043,67497,27299,27299,glm-5.2
q-043,84770,67497,67497,glm-5.2
q-043,42255,84745,42255,glm-5.2
q-043,30405,30380,30380,glm-5.2
q-043,44407,31052,44407,glm-5.2
q-043,44407,84822,44407,glm-5.2
q-043,30380,50211,30380,glm-5.2
q-043,27031,84770,27031,glm-5.2
q-043,42255,37530,42255,glm-5.2
q-043,58274,39452,58274,glm-5.2
q-043,123738,50211,123738,glm-5.2
q-043,123738,84770,123738,glm-5.2
q-043,20614,58274,58274,glm-5.2
q-043,57201,41016,41016,glm-5.2
q-043,84822,119300,119300,glm-5.2
q-043,84745,88657,88657,glm-5.2
q-043,84833,35456,35456,glm-5.2
q-043,81365,52653,52653,glm-5.2
q-043,37185,81365,37185,glm-5.2
q-043,73651,57201,73651,glm-5.2
q-043,27299,84745,27299,glm-5.2
q-043,41016,58396,58396,glm-5.2
q-043,63413,56450,56450,glm-5.2
q-043,84822,37530,84822,glm-5.2
q-043,63413,84770,84770,glm-5.2
q-043,20614,84745,84745,glm-5.2
q-043,120289,50211,120289,glm-5.2
q-043,57201,84844,84844,glm-5.2
q-043,32538,119300,119300,glm-5.2
q-043,81365,99516,99516,glm-5.2
q-043,52653,56450,52653,glm-5.2
q-043,42255,52653,52653,glm-5.2
q-043,58274,68102,58274,glm-5.2
q-043,119300,73651,119300,glm-5.2
q-043,27031,84833,27031,glm-5.2
q-043,32538,39452,32538,glm-5.2
q-043,35456,81365,35456,glm-5.2
q-043,84797,84833,84797,glm-5.2
q-043,58274,30380,30380,glm-5.2
q-043,99516,37185,37185,glm-5.2
q-043,84745,120289,120289,glm-5.2
q-043,123738,35456,123738,glm-5.2
q-043,27031,84797,27031,glm-5.2
q-043,84822,27299,27299,glm-5.2
q-043,57201,42255,42255,glm-5.2
q-043,81365,56450,56450,glm-5.2
q-043,81365,84745,81365,glm-5.2
q-043,63413,35456,35456,glm-5.2
q-043,52653,84770,52653,glm-5.2
q-043,39452,84770,84770,glm-5.2
q-043,37530,27299,27299,glm-5.2
q-043,123738,84822,123738,glm-5.2
q-043,41016,30405,41016,glm-5.2
q-043,27031,57201,27031,glm-5.2
q-043,37530,119300,119300,glm-5.2
q-043,41016,84844,84844,glm-5.2
q-043,37530,54460,37530,glm-5.2
q-043,52653,30380,30380,glm-5.2
q-043,84745,52653,52653,glm-5.2
q-043,52653,37185,52653,glm-5.2
q-043,56450,35456,35456,glm-5.2
q-043,58396,32538,58396,glm-5.2
q-043,42255,119300,119300,glm-5.2
q-043,67497,50211,67497,glm-5.2
q-043,99516,44407,44407,glm-5.2
q-043,32538,27299,27299,glm-5.2
q-043,58274,63413,58274,glm-5.2
q-043,42255,84822,84822,glm-5.2
q-043,84655,27031,27031,glm-5.2
q-043,39452,68102,68102,glm-5.2
q-043,88657,32538,88657,glm-5.2
q-043,84844,44407,44407,glm-5.2
q-043,57201,20614,57201,glm-5.2
q-043,81365,41016,41016,glm-5.2
q-043,73651,88657,88657,glm-5.2
q-043,84833,99516,84833,glm-5.2
q-043,57201,54460,54460,glm-5.2
q-043,84655,27299,27299,glm-5.2
q-043,88362,54460,54460,glm-5.2
q-043,58396,84822,84822,glm-5.2
q-043,84833,37530,84833,glm-5.2
q-043,84719,84655,84655,glm-5.2
q-043,27299,20614,27299,glm-5.2
q-043,39452,84719,39452,glm-5.2
q-043,58274,120289,58274,glm-5.2
q-043,84797,30405,84797,glm-5.2
q-043,81365,84770,84770,glm-5.2
q-043,123738,73651,123738,glm-5.2
q-043,119300,84655,119300,glm-5.2
q-043,57201,84745,84745,glm-5.2
q-043,20614,30380,30380,glm-5.2
q-043,88657,84844,88657,glm-5.2
q-043,84719,84822,84822,glm-5.2
q-043,84655,88657,88657,glm-5.2
q-043,58396,84797,58396,glm-5.2
q-043,54460,20614,54460,glm-5.2
q-043,84797,68102,84797,glm-5.2
q-043,73651,42255,42255,glm-5.2
q-043,84833,67497,84833,glm-5.2
q-043,31052,68102,68102,glm-5.2
q-043,99516,84797,84797,glm-5.2
q-043,31052,42255,42255,glm-5.2
q-043,31052,30405,31052,glm-5.2
q-044,48430,47902,47902,glm-5.2
q-043,30405,32538,32538,glm-5.2
q-044,64074,70427,70427,glm-5.2
q-044,51231,35700,35700,glm-5.2
q-044,124569,70427,124569,glm-5.2
q-044,44306,62689,44306,glm-5.2
q-044,56502,20100,20100,glm-5.2
q-044,204,64074,64074,glm-5.2
q-044,51580,51785,51785,glm-5.2
q-044,46987,51565,46987,glm-5.2
q-044,64074,44482,44482,glm-5.2
q-044,93795,44482,93795,glm-5.2
q-044,36871,51785,51785,glm-5.2
q-044,38607,80650,80650,glm-5.2
q-044,50409,84829,84829,glm-5.2
q-044,44482,81692,81692,glm-5.2
q-044,38607,26792,26792,glm-5.2
q-044,27902,124569,124569,glm-5.2
q-044,47902,18429,47902,glm-5.2
q-044,76599,36839,36839,glm-5.2
q-044,42365,26792,26792,glm-5.2
q-044,64074,48430,48430,glm-5.2
q-044,44306,70321,44306,glm-5.2
q-044,70321,204,70321,glm-5.2
q-044,64074,124569,124569,glm-5.2
q-044,25116,20100,20100,glm-5.2
q-044,38607,64074,64074,glm-5.2
q-044,51231,46987,46987,glm-5.2
q-044,36786,122081,122081,glm-5.2
q-044,84829,62689,62689,glm-5.2
q-044,70427,42365,70427,glm-5.2
q-044,124569,27609,124569,glm-5.2
q-044,26792,84829,84829,glm-5.2
q-044,62689,20757,62689,glm-5.2
q-044,20757,64074,64074,glm-5.2
q-044,81692,18429,18429,glm-5.2
q-044,96554,51785,51785,glm-5.2
q-044,44306,80650,44306,glm-5.2
q-044,96554,44482,96554,glm-5.2
q-044,36786,36839,36839,glm-5.2
q-044,48430,122081,122081,glm-5.2
q-044,43077,40924,40924,glm-5.2
q-044,93795,36786,36786,glm-5.2
q-044,25116,62689,62689,glm-5.2
q-044,76599,38607,76599,glm-5.2
q-044,36839,73531,36839,glm-5.2
q-044,36839,204,36839,glm-5.2
q-044,124569,46987,124569,glm-5.2
q-044,48430,80650,48430,glm-5.2
q-044,18429,122081,122081,glm-5.2
q-044,51580,73531,51580,glm-5.2
q-044,36871,20757,20757,glm-5.2
q-044,93795,80650,93795,glm-5.2
q-044,124569,36871,124569,glm-5.2
q-044,81692,80650,81692,glm-5.2
q-044,36871,51565,36871,glm-5.2
q-044,122081,20757,122081,glm-5.2
q-044,81692,122081,122081,glm-5.2
q-044,35700,64074,35700,glm-5.2
q-044,40924,51565,40924,glm-5.2
q-044,43077,20100,20100,glm-5.2
q-044,76599,56502,76599,glm-5.2
q-044,204,27609,27609,glm-5.2
q-044,27609,62689,27609,glm-5.2
q-044,27902,51580,27902,glm-5.2
q-044,40924,96554,40924,glm-5.2
q-044,47902,20757,47902,glm-5.2
q-044,204,44306,44306,glm-5.2
q-044,70321,18429,70321,glm-5.2
q-044,51785,38607,51785,glm-5.2
q-044,51785,18429,51785,glm-5.2
q-044,81692,35700,35700,glm-5.2
q-044,35700,51580,35700,glm-5.2
q-044,81692,43077,81692,glm-5.2
q-044,122081,96554,122081,glm-5.2
q-044,35700,43077,35700,glm-5.2
q-044,76599,44482,76599,glm-5.2
q-044,36786,44482,36786,glm-5.2
q-044,51231,42365,51231,glm-5.2
q-044,70427,51580,70427,glm-5.2
q-044,64074,70321,70321,glm-5.2
q-044,43077,27609,27609,glm-5.2
q-044,36839,56502,36839,glm-5.2
q-044,44482,46987,46987,glm-5.2
q-044,70321,27609,27609,glm-5.2
q-044,40924,93795,40924,glm-5.2
q-044,27609,36871,27609,glm-5.2
q-044,51580,26792,51580,glm-5.2
q-044,73531,51231,51231,glm-5.2
q-044,44306,38607,44306,glm-5.2
q-044,43077,122081,122081,glm-5.2
q-044,26792,43077,26792,glm-5.2
q-044,51785,204,51785,glm-5.2
q-044,64074,96554,96554,glm-5.2
q-044,84829,36871,36871,glm-5.2
q-044,40924,36871,40924,glm-5.2
q-044,44306,40924,44306,glm-5.2
q-044,50409,204,204,glm-5.2
q-044,51580,46987,46987,glm-5.2
q-044,38607,42365,38607,glm-5.2
q-044,18429,46987,46987,glm-5.2
q-044,27902,36839,27902,glm-5.2
q-044,18429,42365,18429,glm-5.2
q-044,73531,122081,122081,glm-5.2
q-044,73531,204,204,glm-5.2
q-044,20757,76599,20757,glm-5.2
q-044,47902,124569,124569,glm-5.2
q-044,96554,62689,62689,glm-5.2
q-044,56502,18429,18429,glm-5.2
q-044,46987,20757,46987,glm-5.2
q-044,93795,27902,27902,glm-5.2
q-044,36786,51231,36786,glm-5.2
q-044,27609,25116,27609,glm-5.2
q-044,42365,70321,70321,glm-5.2
q-044,50409,48430,48430,glm-5.2
q-044,51565,48430,51565,glm-5.2
q-044,56502,70427,70427,glm-5.2
q-044,27902,36786,27902,glm-5.2
q-044,26792,47902,47902,glm-5.2
q-044,20100,44306,44306,glm-5.2
q-044,36871,25116,36871,glm-5.2
q-044,70427,44306,44306,glm-5.2
q-044,20100,76599,76599,glm-5.2
q-044,42365,204,204,glm-5.2
q-044,27609,81692,27609,glm-5.2
q-044,70321,76599,70321,glm-5.2
q-044,51231,62689,62689,glm-5.2
q-044,40924,50409,40924,glm-5.2
q-044,20100,46987,46987,glm-5.2
q-044,44306,46987,44306,glm-5.2
q-044,50409,76599,76599,glm-5.2
q-044,56502,84829,84829,glm-5.2
q-044,20757,50409,20757,glm-5.2
q-044,42365,80650,80650,glm-5.2
q-044,81692,124569,124569,glm-5.2
q-044,25116,48430,48430,glm-5.2
q-044,27902,51231,27902,glm-5.2
q-044,51785,56502,51785,glm-5.2
q-044,44306,43077,44306,glm-5.2
q-044,25116,47902,47902,glm-5.2
q-044,96554,25116,96554,glm-5.2
q-044,80650,47902,47902,glm-5.2
q-044,56502,124569,124569,glm-5.2
q-044,48430,51231,48430,glm-5.2
q-044,73531,70427,70427,glm-5.2
q-044,84829,80650,84829,glm-5.2
q-044,20757,35700,35700,glm-5.2
q-044,27609,26792,27609,glm-5.2
q-044,51231,70321,70321,glm-5.2
q-044,70321,56502,70321,glm-5.2
q-044,35700,44482,35700,glm-5.2
q-044,47902,62689,62689,glm-5.2
q-044,43077,46987,46987,glm-5.2
q-044,76599,73531,73531,glm-5.2
q-044,51580,51565,51565,glm-5.2
q-044,93795,36871,93795,glm-5.2
q-044,50409,51785,51785,glm-5.2
q-044,96554,93795,93795,glm-5.2
q-044,93795,84829,93795,glm-5.2
q-044,70321,51565,70321,glm-5.2
q-044,47902,81692,47902,glm-5.2
q-044,51565,27902,27902,glm-5.2
q-044,42365,40924,40924,glm-5.2
q-044,20100,35700,35700,glm-5.2
q-044,38607,62689,62689,glm-5.2
q-044,25116,36786,36786,glm-5.2
q-044,38607,84829,84829,glm-5.2
q-044,51231,80650,51231,glm-5.2
q-044,84829,18429,18429,glm-5.2
q-044,26792,44482,26792,glm-5.2
q-044,38607,20100,20100,glm-5.2
q-044,51565,43077,51565,glm-5.2
q-044,48430,36839,36839,glm-5.2
q-044,36786,80650,36786,glm-5.2
q-044,36839,96554,36839,glm-5.2
q-044,40924,84829,40924,glm-5.2
q-044,27902,35700,35700,glm-5.2
q-044,51580,122081,51580,glm-5.2
q-044,70427,20100,70427,glm-5.2
q-044,76599,93795,93795,glm-5.2
q-044,42365,25116,25116,glm-5.2
q-044,51565,26792,51565,glm-5.2
q-044,36786,62689,62689,glm-5.2
q-044,50409,36839,36839,glm-5.2
q-044,51580,96554,51580,glm-5.2
q-044,70427,50409,70427,glm-5.2
q-044,70427,27902,70427,glm-5.2
q-044,26792,73531,73531,glm-5.2
q-045,55506,68804,68804,glm-5.2
q-045,102537,57148,57148,glm-5.2
q-045,102537,56763,102537,glm-5.2
q-045,58713,47328,47328,glm-5.2
q-045,58713,60154,60154,glm-5.2
q-045,66770,64304,64304,glm-5.2
q-045,60479,59262,60479,glm-5.2
q-045,55506,47328,55506,glm-5.2
q-045,68767,59379,68767,glm-5.2
q-045,60154,57790,57790,glm-5.2
q-045,40885,47328,47328,glm-5.2
q-045,52632,60479,60479,glm-5.2
q-045,60479,68767,60479,glm-5.2
q-045,56763,42803,42803,glm-5.2
q-045,36725,66298,66298,glm-5.2
q-045,58713,70538,70538,glm-5.2
q-045,102537,64304,102537,glm-5.2
q-045,57526,57148,57148,glm-5.2
q-045,36725,42803,42803,glm-5.2
q-045,57841,70538,57841,glm-5.2
q-045,70538,36725,70538,glm-5.2
q-045,64304,68797,68797,glm-5.2
q-045,40885,56763,56763,glm-5.2
q-045,890,68793,890,glm-5.2
q-045,890,66770,890,glm-5.2
q-045,58713,58221,58221,glm-5.2
q-045,60154,52632,60154,glm-5.2
q-045,52632,59379,59379,glm-5.2
q-045,57148,68767,57148,glm-5.2
q-045,60479,36430,60479,glm-5.2
q-045,36430,52632,36430,glm-5.2
q-045,102537,68797,102537,glm-5.2
q-045,60479,59379,60479,glm-5.2
q-045,68804,60154,68804,glm-5.2
q-045,102537,60154,102537,glm-5.2
q-045,36725,57790,57790,glm-5.2
q-045,70538,52632,70538,glm-5.2
q-045,40885,68797,68797,glm-5.2
q-045,60154,68797,68797,glm-5.2
q-045,68767,36430,68767,glm-5.2
q-045,58221,64304,58221,glm-5.2
q-045,102537,58221,102537,glm-5.2
q-045,57841,890,57841,glm-5.2
q-045,60154,36430,36430,glm-5.2
q-045,57148,55506,57148,glm-5.2
q-045,52632,42803,42803,glm-5.2
q-045,56763,70538,70538,glm-5.2
q-045,47328,68804,68804,glm-5.2
q-045,68767,64304,68767,glm-5.2
q-045,36725,58713,36725,glm-5.2
q-045,66770,68793,68793,glm-5.2
q-045,59379,66298,66298,glm-5.2
q-045,57841,36430,57841,glm-5.2
q-045,68793,57526,68793,glm-5.2
q-045,36430,42803,42803,glm-5.2
q-045,59262,57790,59262,glm-5.2
q-045,66770,57526,57526,glm-5.2
q-045,890,60479,60479,glm-5.2
q-045,68804,68793,68804,glm-5.2
q-045,68767,68804,68767,glm-5.2
q-045,68797,47328,47328,glm-5.2
q-045,42803,60154,42803,glm-5.2
q-045,59379,42803,59379,glm-5.2
q-045,66298,42803,66298,glm-5.2
q-045,64304,57841,57841,glm-5.2
q-045,56763,57790,57790,glm-5.2
q-045,57790,55506,57790,glm-5.2
q-045,68804,57526,68804,glm-5.2
q-045,68767,40885,68767,glm-5.2
q-045,42803,57148,57148,glm-5.2
q-045,68793,68797,68793,glm-5.2
q-045,59379,890,59379,glm-5.2
q-045,55506,59379,55506,glm-5.2
q-045,58221,68804,68804,glm-5.2
q-045,36430,40885,36430,glm-5.2
q-045,68793,58713,68793,glm-5.2
q-045,55506,59262,59262,glm-5.2
q-045,64304,59262,59262,glm-5.2
q-045,68797,70538,70538,glm-5.2
q-045,42803,890,42803,glm-5.2
q-045,66298,102537,66298,glm-5.2
q-045,70538,40885,70538,glm-5.2
q-045,36725,57526,57526,glm-5.2
q-045,58713,57841,57841,glm-5.2
q-045,890,70538,70538,glm-5.2
q-045,68793,57790,57790,glm-5.2
q-045,57841,66770,57841,glm-5.2
q-045,68797,66298,66298,glm-5.2
q-045,36725,890,890,glm-5.2
q-045,36725,58221,36725,glm-5.2
q-045,36430,59262,59262,glm-5.2
q-045,57841,58221,57841,glm-5.2
q-045,47328,42803,47328,glm-5.2
q-045,68767,66770,68767,glm-5.2
q-045,47328,66298,47328,glm-5.2
q-045,57790,57148,57790,glm-5.2
q-045,36725,102537,36725,glm-5.2
q-045,57790,102537,57790,glm-5.2
q-045,58713,52632,58713,glm-5.2
q-045,57526,60154,57526,glm-5.2
q-045,60154,40885,60154,glm-5.2
q-045,68793,60479,60479,glm-5.2
q-045,57841,36725,57841,glm-5.2
q-045,890,47328,890,glm-5.2
q-045,52632,55506,55506,glm-5.2
q-045,57148,58713,57148,glm-5.2
q-045,68793,56763,68793,glm-5.2
q-045,57148,66770,57148,glm-5.2
q-045,55506,58713,55506,glm-5.2
q-045,66770,56763,56763,glm-5.2
q-045,70538,68793,70538,glm-5.2
q-045,66298,68767,68767,glm-5.2
q-045,58221,56763,56763,glm-5.2
q-045,59262,68797,59262,glm-5.2
q-045,57841,60479,57841,glm-5.2
q-045,58221,66298,66298,glm-5.2
q-045,68804,56763,68804,glm-5.2
q-046,37745,46416,46416,glm-5.2
q-046,21278,48954,48954,glm-5.2
q-046,48954,18859,18859,glm-5.2
q-046,101610,119791,101610,glm-5.2
q-046,119791,625,625,glm-5.2
q-046,76368,50278,50278,glm-5.2
q-046,88953,30608,30608,glm-5.2
q-046,54777,50278,50278,glm-5.2
q-046,18859,38410,18859,glm-5.2
q-046,18859,37745,18859,glm-5.2
q-046,59334,47140,47140,glm-5.2
q-046,40467,119536,40467,glm-5.2
q-046,124222,44739,44739,glm-5.2
q-046,30608,625,30608,glm-5.2
q-046,68657,109928,109928,glm-5.2
q-046,114932,48954,114932,glm-5.2
q-046,119536,44970,44970,glm-5.2
q-046,61772,64004,64004,glm-5.2
q-046,46416,114932,114932,glm-5.2
q-046,46199,88925,46199,glm-5.2
q-046,124222,61772,61772,glm-5.2
q-046,114942,50278,50278,glm-5.2
q-046,47140,48954,48954,glm-5.2
q-046,88953,96288,88953,glm-5.2
q-046,110729,30608,30608,glm-5.2
q-046,61772,21278,61772,glm-5.2
q-046,44739,88953,88953,glm-5.2
q-046,96335,46199,46199,glm-5.2
q-046,71128,76368,76368,glm-5.2
q-046,114932,30608,114932,glm-5.2
q-046,21278,69301,69301,glm-5.2
q-046,44970,88925,44970,glm-5.2
q-046,68657,69301,69301,glm-5.2
q-046,71128,30608,30608,glm-5.2
q-046,96335,18859,18859,glm-5.2
q-046,40640,76521,40640,glm-5.2
q-046,128302,44739,44739,glm-5.2
q-046,48954,101610,101610,glm-5.2
q-046,38410,71128,38410,glm-5.2
q-046,625,58384,58384,glm-5.2
q-046,30608,37745,30608,glm-5.2
q-046,76368,54777,76368,glm-5.2
q-046,40640,88953,40640,glm-5.2
q-046,119536,37745,37745,glm-5.2
q-046,114942,128302,128302,glm-5.2
q-046,124222,37745,124222,glm-5.2
q-046,96335,47140,47140,glm-5.2
q-046,40640,54777,40640,glm-5.2
q-046,71128,64004,64004,glm-5.2
q-046,76368,63941,76368,glm-5.2
q-046,114942,110729,110729,glm-5.2
q-046,109928,21278,109928,glm-5.2
q-046,61772,68657,68657,glm-5.2
q-046,58384,88925,58384,glm-5.2
q-046,54777,625,625,glm-5.2
q-046,46416,69301,69301,glm-5.2
q-046,114942,69301,69301,glm-5.2
q-046,55233,40467,40467,glm-5.2
q-046,124222,71128,71128,glm-5.2
q-046,114942,119536,114942,glm-5.2
q-046,61772,114932,114932,glm-5.2
q-046,59334,76368,76368,glm-5.2
q-046,76521,119791,76521,glm-5.2
q-046,44970,48954,44970,glm-5.2
q-046,128302,63941,63941,glm-5.2
q-046,44739,50278,50278,glm-5.2
q-046,110729,50278,110729,glm-5.2
q-046,110729,96288,110729,glm-5.2
q-046,128302,625,625,glm-5.2
q-046,124222,69301,69301,glm-5.2
q-046,114942,40640,40640,glm-5.2
q-046,128302,114932,114932,glm-5.2
q-046,68657,58384,58384,glm-5.2
q-046,119536,101610,101610,glm-5.2
q-046,44970,119791,44970,glm-5.2
q-046,96288,54777,54777,glm-5.2
q-046,44739,38410,44739,glm-5.2
q-046,76521,101610,101610,glm-5.2
q-046,96335,38410,38410,glm-5.2
q-046,96288,119536,96288,glm-5.2
q-046,101610,18859,18859,glm-5.2
q-046,55233,109928,109928,glm-5.2
q-046,76521,69301,69301,glm-5.2
q-046,55233,50278,50278,glm-5.2
q-046,119791,109928,109928,glm-5.2
q-046,63941,64004,64004,glm-5.2
q-046,96288,63941,63941,glm-5.2
q-046,96335,88925,88925,glm-5.2
q-046,61772,44970,44970,glm-5.2
q-046,64004,59334,64004,glm-5.2
q-046,71128,37745,37745,glm-5.2
q-046,46416,18859,18859,glm-5.2
q-046,124222,68657,68657,glm-5.2
q-046,119791,58384,58384,glm-5.2
q-046,69301,40467,40467,glm-5.2
q-046,114932,37745,114932,glm-5.2
q-046,47140,101610,101610,glm-5.2
q-046,88953,625,88953,glm-5.2
q-046,88953,63941,88953,glm-5.2
q-046,46199,18859,18859,glm-5.2
q-046,128302,76368,76368,glm-5.2
q-046,101610,55233,55233,glm-5.2
q-046,38410,40640,40640,glm-5.2
q-046,119791,30608,30608,glm-5.2
q-046,46416,40467,40467,glm-5.2
q-046,63941,88925,88925,glm-5.2
q-046,59334,88953,88953,glm-5.2
q-046,54777,59334,59334,glm-5.2
q-046,46199,40467,46199,glm-5.2
q-046,58384,63941,58384,glm-5.2
q-046,54777,46199,46199,glm-5.2
q-046,54777,38410,38410,glm-5.2
q-046,110729,101610,110729,glm-5.2
q-046,50278,96335,50278,glm-5.2
q-046,58384,44970,44970,glm-5.2
q-046,44739,109928,109928,glm-5.2
q-046,58384,47140,58384,glm-5.2
q-046,68657,40640,40640,glm-5.2
q-046,58384,46416,58384,glm-5.2
q-046,44739,119791,44739,glm-5.2
q-046,110729,21278,110729,glm-5.2
q-046,47140,18859,18859,glm-5.2
q-046,71128,63941,63941,glm-5.2
q-046,21278,114942,114942,glm-5.2
q-046,68657,128302,128302,glm-5.2
q-046,68657,110729,110729,glm-5.2
q-046,54777,44970,44970,glm-5.2
q-046,114932,63941,114932,glm-5.2
q-046,114932,101610,114932,glm-5.2
q-046,625,48954,48954,glm-5.2
q-046,110729,48954,48954,glm-5.2
q-046,119536,76521,76521,glm-5.2
q-046,46199,64004,46199,glm-5.2
q-046,64004,21278,64004,glm-5.2
q-046,88925,55233,88925,glm-5.2
q-046,114942,44970,44970,glm-5.2
q-046,76368,88925,88925,glm-5.2
q-046,21278,37745,37745,glm-5.2
q-046,96288,46199,46199,glm-5.2
q-046,96288,38410,38410,glm-5.2
q-046,76521,96288,76521,glm-5.2
q-046,55233,128302,55233,glm-5.2
q-046,46416,114942,114942,glm-5.2
q-046,76368,30608,30608,glm-5.2
q-046,46416,44739,44739,glm-5.2
q-046,40640,61772,40640,glm-5.2
q-046,109928,119536,109928,glm-5.2
q-046,47140,124222,47140,glm-5.2
q-046,625,21278,625,glm-5.2
q-046,58384,44739,58384,glm-5.2
q-046,124222,55233,55233,glm-5.2
q-046,46416,64004,64004,glm-5.2
q-046,69301,71128,69301,glm-5.2
